org.jsoup.nodes.XmlDeclaration,22,0.935
org.jsoup.nodes.XmlDeclaration,23,0.935
org.jsoup.nodes.XmlDeclaration,24,0.935
org.jsoup.nodes.XmlDeclaration,25,0.935
org.jsoup.nodes.XmlDeclaration,26,0.935
org.jsoup.nodes.XmlDeclaration,29,0.791
org.jsoup.nodes.XmlDeclaration,46,0.791
org.jsoup.nodes.XmlDeclaration,47,0.791
org.jsoup.nodes.XmlDeclaration,65,0.791
org.jsoup.nodes.XmlDeclaration,66,0.791
org.jsoup.nodes.XmlDeclaration,67,0.791
org.jsoup.nodes.XmlDeclaration,68,0.791
org.jsoup.nodes.XmlDeclaration,69,0.791
org.jsoup.nodes.XmlDeclaration,70,0.791
org.jsoup.nodes.XmlDeclaration,72,0.791
org.jsoup.nodes.XmlDeclaration,48,0.707
org.jsoup.nodes.XmlDeclaration,49,0.707
org.jsoup.nodes.XmlDeclaration,50,0.707
org.jsoup.nodes.XmlDeclaration,51,0.707
org.jsoup.nodes.XmlDeclaration,53,0.707
org.jsoup.nodes.XmlDeclaration,54,0.707
org.jsoup.nodes.XmlDeclaration,55,0.707
org.jsoup.nodes.XmlDeclaration,57,0.707
org.jsoup.nodes.Document,330,0.612
org.jsoup.nodes.Document,332,0.612
org.jsoup.parser.XmlTreeBuilder,74,0.612
org.jsoup.parser.XmlTreeBuilder,75,0.612
org.jsoup.parser.XmlTreeBuilder,76,0.612
org.jsoup.parser.XmlTreeBuilder,77,0.612
org.jsoup.nodes.XmlDeclaration,38,0.612
org.jsoup.nodes.Document.OutputSettings,456,0.583
org.jsoup.nodes.Document.OutputSettings,457,0.583
org.jsoup.nodes.Element,313,0.577
org.jsoup.nodes.Element,315,0.577
org.jsoup.nodes.Element,316,0.577
org.jsoup.parser.XmlTreeBuilder,34,0.53
org.jsoup.parser.XmlTreeBuilder,35,0.53
org.jsoup.parser.XmlTreeBuilder,70,0.53
org.jsoup.parser.XmlTreeBuilder,71,0.53
org.jsoup.parser.XmlTreeBuilder,72,0.53
org.jsoup.parser.XmlTreeBuilder,80,0.53
org.jsoup.parser.XmlTreeBuilder,81,0.53
org.jsoup.nodes.Document,333,0.5
org.jsoup.nodes.Document,335,0.5
org.jsoup.nodes.Document,336,0.5
org.jsoup.nodes.Document,338,0.5
org.jsoup.nodes.Document,340,0.5
org.jsoup.nodes.Document,341,0.5
org.jsoup.nodes.Document,343,0.5
org.jsoup.nodes.Document,350,0.5
org.jsoup.nodes.Document,252,0.471
org.jsoup.parser.TokeniserState.8,108,0.401
org.jsoup.parser.TokeniserState.8,109,0.401
org.jsoup.nodes.Document,194,0.386
org.jsoup.parser.Parser,180,0.375
org.jsoup.nodes.Document,238,0.375
org.jsoup.nodes.Document,239,0.375
org.jsoup.nodes.Document,240,0.375
org.jsoup.nodes.Document,241,0.375
org.jsoup.nodes.Document,269,0.375
org.jsoup.nodes.Document,270,0.375
org.jsoup.nodes.Document,311,0.375
org.jsoup.nodes.Document,312,0.375
org.jsoup.nodes.Document,314,0.375
org.jsoup.nodes.Document,329,0.375
org.jsoup.nodes.Document,359,0.375
org.jsoup.parser.TokeniserState.43,891,0.375
org.jsoup.parser.TokeniserState.43,892,0.375
org.jsoup.parser.TokeniserState.43,893,0.375
org.jsoup.parser.TokeniserState.43,894,0.375
org.jsoup.parser.TokeniserState.43,896,0.375
org.jsoup.parser.TokeniserState.43,897,0.375
org.jsoup.parser.TokeniserState.43,898,0.375
org.jsoup.nodes.Element,1230,0.365
org.jsoup.parser.XmlTreeBuilder,31,0.354
org.jsoup.parser.XmlTreeBuilder,32,0.354
org.jsoup.parser.XmlTreeBuilder,100,0.354
