target,pid,bid,env,checkout,compile,check_classfiles,gzoltar_exec_time,gzoltar_executed_tests,gzoltar_failing_tests,gzoltar_fl,flacoco_exec_time,flacoco_executed_tests,flacoco_failing_tests,flacoco_fl
11,JacksonCore,18,True,True,True,True,35.288,True,True,True,9.97,True,True,True
11,JacksonCore,22,True,True,True,True,54.458,True,False,True,16.412,True,True,True
11,JacksonCore,11,True,True,True,True,37.247,True,True,True,12.691,True,True,True
11,JacksonCore,21,True,True,True,True,50.681,True,False,True,14.554,True,True,True
11,JacksonCore,7,True,True,True,True,26.553,True,True,True,10.264,True,True,True
11,JacksonCore,26,True,True,True,True,72.494,False,False,True,22.264,False,True,True
11,JacksonCore,3,True,True,True,True,18.879,False,True,True,10.674,False,True,True
11,JacksonCore,20,True,True,True,True,41.83,True,True,True,14.517,True,True,True
11,JacksonCore,23,True,True,True,True,69.105,False,False,True,24.15,False,True,True
11,JacksonCore,24,True,True,True,True,68.017,False,False,True,28.559,False,True,True
11,JacksonCore,8,True,True,True,True,29.064,True,True,True,10.727,True,True,True
11,JacksonCore,25,True,True,True,True,69.714,False,False,True,21.269,False,True,True
11,JacksonCore,4,True,True,True,True,24.415,True,True,True,9.729,True,True,True
11,JacksonCore,19,True,True,True,True,35.729,True,True,True,13.435,True,True,True
11,JacksonCore,5,True,True,True,True,24.099,True,True,True,11.371,True,True,True
11,JacksonCore,15,True,True,True,True,33.872,True,True,True,10.098,True,True,True
11,JacksonCore,10,True,True,True,True,36.107,True,True,True,14.831,True,True,True
11,JacksonCore,1,True,True,True,True,,False,False,False,8.349,False,True,True
11,Closure,27,True,True,False,False,,False,False,False,,False,False,False
11,Closure,39,True,True,False,False,,False,False,False,,False,False,False
11,Closure,156,True,True,False,False,,False,False,False,,False,False,False
11,Closure,102,True,True,False,False,,False,False,False,,False,False,False
11,Closure,59,True,True,False,False,,False,False,False,,False,False,False
11,Closure,41,True,True,False,False,,False,False,False,,False,False,False
11,Closure,160,True,True,False,False,,False,False,False,,False,False,False
11,Closure,66,True,True,False,False,,False,False,False,,False,False,False
11,Closure,134,True,True,False,False,,False,False,False,,False,False,False
11,Closure,61,True,True,False,False,,False,False,False,,False,False,False
11,Closure,141,True,True,False,False,,False,False,False,,False,False,False
11,Closure,105,True,True,False,False,,False,False,False,,False,False,False
11,Closure,40,True,True,False,False,,False,False,False,,False,False,False
11,Closure,116,True,True,False,False,,False,False,False,,False,False,False
11,Closure,53,True,True,False,False,,False,False,False,,False,False,False
11,Closure,136,True,True,False,False,,False,False,False,,False,False,False
11,Closure,68,True,True,False,False,,False,False,False,,False,False,False
11,Closure,42,True,True,False,False,,False,False,False,,False,False,False
11,Closure,55,True,True,False,False,,False,False,False,,False,False,False
11,Closure,70,True,True,False,False,,False,False,False,,False,False,False
11,Closure,20,True,True,False,False,,False,False,False,,False,False,False
11,Closure,92,True,True,False,False,,False,False,False,,False,False,False
11,Closure,77,True,True,False,False,,False,False,False,,False,False,False
11,Closure,24,True,True,False,False,,False,False,False,,False,False,False
11,Closure,171,True,True,False,False,,False,False,False,,False,False,False
11,Closure,76,True,True,False,False,,False,False,False,,False,False,False
11,Closure,123,True,True,False,False,,False,False,False,,False,False,False
11,Closure,172,True,True,False,False,,False,False,False,,False,False,False
11,Closure,90,True,True,False,False,,False,False,False,,False,False,False
11,Closure,91,True,True,False,False,,False,False,False,,False,False,False
11,Closure,108,True,True,False,False,,False,False,False,,False,False,False
11,Closure,128,True,True,False,False,,False,False,False,,False,False,False
11,Closure,45,True,True,False,False,,False,False,False,,False,False,False
11,Closure,111,True,True,False,False,,False,False,False,,False,False,False
11,Closure,95,True,True,False,False,,False,False,False,,False,False,False
11,Closure,158,True,True,False,False,,False,False,False,,False,False,False
11,Closure,173,True,True,False,False,,False,False,False,,False,False,False
11,Closure,126,True,True,False,False,,False,False,False,,False,False,False
11,Closure,125,True,True,False,False,,False,False,False,,False,False,False
11,Closure,10,True,True,False,False,,False,False,False,,False,False,False
11,Closure,62,True,True,False,False,,False,False,False,,False,False,False
11,Closure,12,True,True,False,False,,False,False,False,,False,False,False
11,Closure,87,True,True,False,False,,False,False,False,,False,False,False
11,Closure,174,True,True,False,False,,False,False,False,,False,False,False
11,Closure,104,True,True,False,False,,False,False,False,,False,False,False
11,Closure,167,True,True,False,False,,False,False,False,,False,False,False
11,Closure,13,True,True,False,False,,False,False,False,,False,False,False
11,Closure,149,True,True,False,False,,False,False,False,,False,False,False
11,Closure,14,True,True,False,False,,False,False,False,,False,False,False
11,Closure,16,True,True,False,False,,False,False,False,,False,False,False
11,Closure,154,True,True,False,False,,False,False,False,,False,False,False
11,Closure,17,True,True,False,False,,False,False,False,,False,False,False
11,Closure,88,True,True,False,False,,False,False,False,,False,False,False
11,Closure,100,True,True,False,False,,False,False,False,,False,False,False
11,Closure,118,True,True,False,False,,False,False,False,,False,False,False
11,Closure,152,True,True,False,False,,False,False,False,,False,False,False
11,Closure,147,True,True,False,False,,False,False,False,,False,False,False
11,Closure,164,True,True,False,False,,False,False,False,,False,False,False
11,Closure,18,True,True,False,False,,False,False,False,,False,False,False
11,Closure,22,True,True,False,False,,False,False,False,,False,False,False
11,Closure,57,True,True,False,False,,False,False,False,,False,False,False
11,Closure,114,True,True,False,False,,False,False,False,,False,False,False
11,Closure,162,True,True,False,False,,False,False,False,,False,False,False
11,Closure,11,True,True,False,False,,False,False,False,,False,False,False
11,Closure,169,True,True,False,False,,False,False,False,,False,False,False
11,Closure,31,True,True,False,False,,False,False,False,,False,False,False
11,Closure,137,True,True,False,False,,False,False,False,,False,False,False
11,Closure,78,True,True,False,False,,False,False,False,,False,False,False
11,Closure,168,True,True,False,False,,False,False,False,,False,False,False
11,Closure,122,True,True,False,False,,False,False,False,,False,False,False
11,Closure,155,True,True,False,False,,False,False,False,,False,False,False
11,Closure,99,True,True,False,False,,False,False,False,,False,False,False
11,Closure,82,True,True,False,False,,False,False,False,,False,False,False
11,Closure,38,True,True,False,False,,False,False,False,,False,False,False
11,Closure,73,True,True,False,False,,False,False,False,,False,False,False
11,Closure,85,True,True,False,False,,False,False,False,,False,False,False
11,Closure,101,True,True,False,False,,False,False,False,,False,False,False
11,Closure,64,True,True,False,False,,False,False,False,,False,False,False
11,Closure,47,True,True,False,False,,False,False,False,,False,False,False
11,Closure,98,True,True,False,False,,False,False,False,,False,False,False
11,Closure,131,True,True,False,False,,False,False,False,,False,False,False
11,Closure,133,True,True,False,False,,False,False,False,,False,False,False
11,Closure,148,True,True,False,False,,False,False,False,,False,False,False
11,Closure,44,True,True,False,False,,False,False,False,,False,False,False
11,Closure,32,True,True,False,False,,False,False,False,,False,False,False
11,Closure,8,True,True,False,False,,False,False,False,,False,False,False
11,Closure,33,True,True,False,False,,False,False,False,,False,False,False
11,Closure,37,True,True,False,False,,False,False,False,,False,False,False
11,Closure,96,True,True,False,False,,False,False,False,,False,False,False
11,Closure,28,True,True,False,False,,False,False,False,,False,False,False
11,Closure,29,True,True,False,False,,False,False,False,,False,False,False
11,Closure,25,True,True,False,False,,False,False,False,,False,False,False
11,Closure,120,True,True,False,False,,False,False,False,,False,False,False
11,Closure,144,True,True,False,False,,False,False,False,,False,False,False
11,Closure,5,True,True,False,False,,False,False,False,,False,False,False
11,Closure,43,True,True,False,False,,False,False,False,,False,False,False
11,Closure,65,True,True,False,False,,False,False,False,,False,False,False
11,Closure,30,True,True,False,False,,False,False,False,,False,False,False
11,Closure,121,True,True,False,False,,False,False,False,,False,False,False
11,Closure,74,True,True,False,False,,False,False,False,,False,False,False
11,Closure,81,True,True,False,False,,False,False,False,,False,False,False
11,Closure,46,True,True,False,False,,False,False,False,,False,False,False
11,Closure,142,True,True,False,False,,False,False,False,,False,False,False
11,Closure,150,True,True,False,False,,False,False,False,,False,False,False
11,Closure,127,True,True,False,False,,False,False,False,,False,False,False
11,Closure,6,True,True,False,False,,False,False,False,,False,False,False
11,Closure,109,True,True,False,False,,False,False,False,,False,False,False
11,Closure,166,True,True,False,False,,False,False,False,,False,False,False
11,Closure,2,True,True,False,False,,False,False,False,,False,False,False
11,Closure,51,True,True,False,False,,False,False,False,,False,False,False
11,Closure,36,True,True,False,False,,False,False,False,,False,False,False
11,Closure,89,True,True,False,False,,False,False,False,,False,False,False
11,Closure,94,True,True,False,False,,False,False,False,,False,False,False
11,Closure,97,True,True,False,False,,False,False,False,,False,False,False
11,Closure,159,True,True,False,False,,False,False,False,,False,False,False
11,Closure,165,True,True,False,False,,False,False,False,,False,False,False
11,Closure,21,True,True,False,False,,False,False,False,,False,False,False
11,Closure,34,True,True,False,False,,False,False,False,,False,False,False
11,Closure,170,True,True,False,False,,False,False,False,,False,False,False
11,Closure,139,True,True,False,False,,False,False,False,,False,False,False
11,Closure,103,True,True,False,False,,False,False,False,,False,False,False
11,Closure,161,True,True,False,False,,False,False,False,,False,False,False
11,Closure,175,True,True,False,False,,False,False,False,,False,False,False
11,Closure,26,True,True,False,False,,False,False,False,,False,False,False
11,Closure,151,True,True,False,False,,False,False,False,,False,False,False
11,Closure,80,True,True,False,False,,False,False,False,,False,False,False
11,Closure,60,True,True,False,False,,False,False,False,,False,False,False
11,Closure,107,True,True,False,False,,False,False,False,,False,False,False
11,Closure,67,True,True,False,False,,False,False,False,,False,False,False
11,Closure,140,True,True,False,False,,False,False,False,,False,False,False
11,Closure,119,True,True,False,False,,False,False,False,,False,False,False
11,Closure,4,True,True,False,False,,False,False,False,,False,False,False
11,Closure,19,True,True,False,False,,False,False,False,,False,False,False
11,Closure,117,True,True,False,False,,False,False,False,,False,False,False
11,Closure,15,True,True,False,False,,False,False,False,,False,False,False
11,Closure,163,True,True,False,False,,False,False,False,,False,False,False
11,Closure,48,True,True,False,False,,False,False,False,,False,False,False
11,Closure,69,True,True,False,False,,False,False,False,,False,False,False
11,Closure,138,True,True,False,False,,False,False,False,,False,False,False
11,Closure,58,True,True,False,False,,False,False,False,,False,False,False
11,Closure,145,True,True,False,False,,False,False,False,,False,False,False
11,Closure,112,True,True,False,False,,False,False,False,,False,False,False
11,Closure,52,True,True,False,False,,False,False,False,,False,False,False
11,Closure,135,True,True,False,False,,False,False,False,,False,False,False
11,Closure,49,True,True,False,False,,False,False,False,,False,False,False
11,Closure,9,True,True,False,False,,False,False,False,,False,False,False
11,Closure,84,True,True,False,False,,False,False,False,,False,False,False
11,Closure,50,True,True,False,False,,False,False,False,,False,False,False
11,Closure,132,True,True,False,False,,False,False,False,,False,False,False
11,Closure,54,True,True,False,False,,False,False,False,,False,False,False
11,Closure,7,True,True,False,False,,False,False,False,,False,False,False
11,Closure,56,True,True,False,False,,False,False,False,,False,False,False
11,Closure,153,True,True,False,False,,False,False,False,,False,False,False
11,Closure,79,True,True,False,False,,False,False,False,,False,False,False
11,Closure,3,True,True,False,False,,False,False,False,,False,False,False
11,Closure,23,True,True,False,False,,False,False,False,,False,False,False
11,Closure,113,True,True,False,False,,False,False,False,,False,False,False
11,Closure,35,True,True,False,False,,False,False,False,,False,False,False
11,Closure,130,True,True,False,False,,False,False,False,,False,False,False
11,Closure,176,True,True,False,False,,False,False,False,,False,False,False
11,Closure,86,True,True,False,False,,False,False,False,,False,False,False
11,Closure,146,True,True,False,False,,False,False,False,,False,False,False
11,Closure,83,True,True,False,False,,False,False,False,,False,False,False
11,Closure,110,True,True,False,False,,False,False,False,,False,False,False
11,Closure,129,True,True,False,False,,False,False,False,,False,False,False
11,Closure,75,True,True,False,False,,False,False,False,,False,False,False
11,Closure,71,True,True,False,False,,False,False,False,,False,False,False
11,Closure,157,True,True,False,False,,False,False,False,,False,False,False
11,Closure,106,True,True,True,True,,False,False,False,111.964,False,True,True
11,Closure,72,True,True,False,False,,False,False,False,,False,False,False
11,Closure,115,True,True,False,False,,False,False,False,,False,False,False
11,Closure,124,True,True,False,False,,False,False,False,,False,False,False
11,Closure,1,True,True,False,False,,False,False,False,,False,False,False
11,Closure,143,True,True,False,False,,False,False,False,,False,False,False
11,JxPath,12,True,True,True,True,19.236,False,False,True,41.951,True,False,True
11,JxPath,13,True,True,True,True,,False,False,False,46.807,True,False,True
11,JxPath,6,True,True,True,True,,False,False,False,47.638,True,False,True
11,JxPath,14,True,True,True,True,,False,False,False,37.255,True,False,True
11,JxPath,16,True,True,True,True,,False,False,False,40.287,True,False,True
11,JxPath,17,True,True,True,True,2.309,False,False,False,34.005,True,False,True
11,JxPath,2,True,True,True,True,16.54,False,False,False,29.567,True,False,True
11,JxPath,9,True,True,True,True,,False,False,False,45.531,True,False,True
11,JxPath,18,True,True,True,True,32.341,False,False,True,33.181,True,False,True
11,JxPath,22,True,True,True,True,31.037,False,False,True,34.499,False,False,True
11,JxPath,11,True,True,True,True,28.308,False,False,True,41.348,True,False,True
11,JxPath,21,True,True,True,True,31.964,False,False,True,33.498,False,False,True
11,JxPath,7,True,True,True,True,30.372,False,False,True,37.294,True,False,True
11,JxPath,3,True,True,True,True,29.232,False,False,True,26.813,True,False,True
11,JxPath,20,True,True,True,True,32.288,False,False,True,36.758,False,False,True
11,JxPath,8,True,True,True,True,30.639,False,False,True,44.443,True,False,True
11,JxPath,4,True,True,True,True,30.095,False,False,True,38.149,True,False,True
11,JxPath,19,True,True,True,True,29.347,False,False,True,38.892,True,False,True
11,JxPath,5,True,True,True,True,27.107,False,False,True,38.344,True,False,True
11,JxPath,15,True,True,True,True,30.934,False,False,True,34.922,True,False,True
11,JxPath,10,True,True,True,True,29.758,False,False,True,40.794,True,False,True
11,JxPath,1,True,True,True,True,30.568,False,False,True,24.734,True,False,True
11,Jsoup,27,True,True,True,True,26.432,True,True,True,,False,False,False
11,Jsoup,39,True,True,True,True,36.603,True,True,True,,False,False,False
11,Jsoup,59,True,True,True,True,41.858,True,False,True,11.562,True,False,True
11,Jsoup,41,True,True,True,True,35.073,True,False,True,,False,False,False
11,Jsoup,66,True,True,True,True,45.533,True,False,True,9.092,False,True,True
11,Jsoup,61,True,True,True,True,47.258,True,False,True,8.476,True,False,True
11,Jsoup,40,True,True,True,True,36.943,True,True,True,,False,False,False
11,Jsoup,53,True,True,True,True,39.562,True,False,True,,False,False,False
11,Jsoup,68,True,True,True,True,44.937,False,True,True,28.652,False,True,True
11,Jsoup,42,True,True,True,True,37.373,True,False,True,,False,False,False
11,Jsoup,55,True,True,True,True,41.03,True,False,True,8.84,True,False,True
11,Jsoup,70,True,True,True,True,,False,False,False,10.558,False,True,True
11,Jsoup,20,True,True,True,True,15.253,False,False,False,,False,False,False
11,Jsoup,92,True,True,True,True,58.613,False,True,True,11.741,False,True,True
11,Jsoup,77,True,True,True,True,51.251,False,True,True,10.187,False,True,True
11,Jsoup,24,True,True,True,True,16.755,False,False,True,,False,False,False
11,Jsoup,76,True,True,True,True,49.658,False,True,True,11.317,False,True,True
11,Jsoup,90,True,True,True,True,52.149,False,True,True,10.524,False,True,True
11,Jsoup,91,True,True,True,True,49.072,False,False,False,10.048,False,True,True
11,Jsoup,45,True,True,True,True,1.392,False,False,False,,False,False,False
11,Jsoup,10,True,True,True,True,,False,False,False,,False,False,False
11,Jsoup,62,True,True,True,True,,False,False,False,10.3,True,False,True
11,Jsoup,12,True,True,True,True,8.281,False,False,False,,False,False,False
11,Jsoup,87,True,True,True,True,,False,False,False,12.287,False,True,True
11,Jsoup,13,True,True,True,True,7.552,False,False,False,,False,False,False
11,Jsoup,14,True,True,True,True,13.313,False,False,True,,False,False,False
11,Jsoup,16,True,True,True,True,,False,False,False,,False,False,False
11,Jsoup,17,True,True,True,True,12.263,False,False,True,,False,False,False
11,Jsoup,88,True,True,True,True,21.817,False,False,False,11.255,False,True,True
11,Jsoup,18,True,True,True,True,,False,False,False,,False,False,False
11,Jsoup,22,True,True,True,True,14.764,False,False,True,,False,False,False
11,Jsoup,57,True,True,True,True,39.615,True,False,True,9.774,True,False,True
11,Jsoup,11,True,True,True,True,11.572,False,False,True,,False,False,False
11,Jsoup,31,True,True,True,True,16.014,False,False,False,,False,False,False
11,Jsoup,78,True,True,True,True,,False,False,False,12.826,False,True,True
11,Jsoup,82,True,True,True,True,52.689,False,True,True,10.787,False,True,True
11,Jsoup,38,True,True,True,True,36.683,True,True,True,,False,False,False
11,Jsoup,73,True,True,True,True,48.293,False,True,True,10.382,False,True,True
11,Jsoup,85,True,True,True,True,55.651,False,True,True,11.749,False,True,True
11,Jsoup,64,True,True,True,True,43.442,True,False,True,9.337,True,False,True
11,Jsoup,47,True,True,True,True,39.436,True,False,True,,False,False,False
11,Jsoup,44,True,True,True,True,39.394,True,False,True,,False,False,False
11,Jsoup,32,True,True,True,True,29.997,True,True,True,,False,False,False
11,Jsoup,8,True,True,True,True,11.001,False,False,True,,False,False,False
11,Jsoup,33,True,True,True,True,35.61,True,True,True,,False,False,False
11,Jsoup,37,True,True,True,True,32.654,True,True,True,,False,False,False
11,Jsoup,28,True,True,True,True,29.623,True,True,True,,False,False,False
11,Jsoup,29,True,True,True,True,30.917,True,True,True,,False,False,False
11,Jsoup,25,True,True,True,True,30.246,True,True,True,,False,False,False
11,Jsoup,5,True,True,True,True,8.445,False,False,True,,False,False,False
11,Jsoup,43,True,True,True,True,39.67,True,False,True,,False,False,False
11,Jsoup,65,True,True,True,True,45.662,True,False,True,9.503,False,True,True
11,Jsoup,30,True,True,True,True,27.081,True,True,True,,False,False,False
11,Jsoup,74,True,True,True,True,48.785,False,True,True,10.066,False,True,True
11,Jsoup,81,True,True,True,True,,False,False,False,11.115,False,True,True
11,Jsoup,63,True,True,True,True,48.516,True,False,True,8.715,True,False,True
11,Jsoup,46,True,True,True,True,41.607,True,False,True,,False,False,False
11,Jsoup,6,True,True,True,True,9.912,False,False,True,,False,False,False
11,Jsoup,2,True,True,True,True,3.729,False,False,True,,False,False,False
11,Jsoup,51,True,True,True,True,38.474,True,False,True,,False,False,False
11,Jsoup,36,True,True,True,True,35.636,True,True,True,,False,False,False
11,Jsoup,89,True,True,True,True,,False,False,False,11.836,False,True,True
11,Jsoup,21,True,True,True,True,13.544,False,False,True,,False,False,False
11,Jsoup,34,True,True,True,True,,False,False,False,,False,False,False
11,Jsoup,26,True,True,True,True,,False,False,False,,False,False,False
11,Jsoup,80,True,True,True,True,,False,False,False,12.8,False,True,True
11,Jsoup,60,True,True,True,True,37.72,True,False,True,9.441,True,False,True
11,Jsoup,67,True,True,True,True,,False,False,False,61.179,False,True,True
11,Jsoup,4,True,True,True,True,6.724,False,False,False,,False,False,False
11,Jsoup,19,True,True,True,True,14.813,False,False,True,,False,False,False
11,Jsoup,15,True,True,True,True,13.763,False,False,True,,False,False,False
11,Jsoup,48,True,True,True,True,,False,False,False,,False,False,False
11,Jsoup,69,True,True,True,True,47.403,False,True,True,9.468,False,True,True
11,Jsoup,58,True,True,True,True,42.247,True,False,True,8.905,True,False,True
11,Jsoup,93,True,True,True,True,55.975,False,True,True,11.589,False,True,True
11,Jsoup,52,True,True,True,True,43.115,True,False,True,,False,False,False
11,Jsoup,49,True,True,True,True,44.158,True,False,True,,False,False,False
11,Jsoup,9,True,True,True,True,11.169,False,False,True,,False,False,False
11,Jsoup,84,True,True,True,True,47.832,False,True,True,13.2,False,True,True
11,Jsoup,50,True,True,True,True,39.538,True,False,True,,False,False,False
11,Jsoup,54,True,True,True,True,42.918,True,False,True,10.341,True,False,True
11,Jsoup,7,True,True,True,True,10.378,False,False,True,,False,False,False
11,Jsoup,56,True,True,True,True,37.794,True,False,True,8.69,True,False,True
11,Jsoup,79,True,True,True,True,53.389,False,True,True,12.917,False,True,True
11,Jsoup,3,True,True,True,True,3.743,False,False,True,,False,False,False
11,Jsoup,23,True,True,True,True,16.082,False,False,True,,False,False,False
11,Jsoup,35,True,True,True,True,32.752,True,True,True,,False,False,False
11,Jsoup,86,True,True,True,True,55.608,False,True,True,12.622,False,True,True
11,Jsoup,83,True,True,True,True,57.24,False,True,True,11.528,False,True,True
11,Jsoup,75,True,True,True,True,51.056,False,True,True,10.824,False,True,True
11,Jsoup,71,True,True,True,True,48.13,False,True,True,13.87,False,True,True
11,Jsoup,72,True,True,True,True,45.656,False,False,False,12.628,False,True,True
11,Jsoup,1,True,True,True,True,3.628,False,False,False,,False,False,False
11,Math,27,True,True,False,False,,False,False,False,,False,False,False
11,Math,39,True,True,True,True,136.369,False,False,False,108.629,False,True,True
11,Math,102,True,True,True,True,30.494,False,False,True,17.961,False,False,True
11,Math,59,True,True,True,True,,False,False,False,55.939,False,True,True
11,Math,41,True,True,True,True,,False,False,False,100.891,False,True,True
11,Math,66,True,True,True,True,,False,False,False,57.417,False,False,True
11,Math,61,True,True,True,True,,False,False,False,60.661,False,True,True
11,Math,105,True,True,True,True,13.894,False,False,False,12.217,False,True,True
11,Math,40,True,True,True,True,140.215,False,False,False,113.346,False,True,True
11,Math,53,True,True,True,True,,False,False,False,97.465,False,True,True
11,Math,68,True,True,True,True,,False,False,False,60.622,False,False,True
11,Math,42,True,True,True,True,135.196,False,False,False,116.885,False,True,True
11,Math,55,True,True,True,True,,False,False,False,72.186,False,True,True
11,Math,70,True,True,True,True,86.644,False,False,True,48.038,False,False,True
11,Math,20,True,True,False,False,,False,False,False,,False,False,False
11,Math,92,True,True,True,True,50.524,False,False,True,26.089,False,False,True
11,Math,77,True,True,True,True,99.49,False,False,True,44.478,False,False,True
11,Math,24,True,True,False,False,,False,False,False,,False,False,False
11,Math,76,True,True,True,True,90.346,False,False,True,46.867,False,False,True
11,Math,90,True,True,True,True,56.384,False,False,True,30.989,False,False,True
11,Math,91,True,True,True,True,57.562,False,False,True,31.463,False,False,True
11,Math,45,True,True,True,True,261.121,False,True,True,99.331,False,True,True
11,Math,95,True,True,True,True,34.978,False,False,True,20.431,False,False,True
11,Math,10,True,True,True,True,,False,False,False,578.103,False,True,True
11,Math,62,True,True,True,True,,False,False,False,57.301,False,True,True
11,Math,12,True,True,True,True,,False,False,False,609.179,False,True,True
11,Math,87,True,True,True,True,76.942,False,False,True,37.219,False,False,True
11,Math,104,True,True,True,True,20.542,False,False,False,19.313,False,False,True
11,Math,13,True,True,True,True,,False,False,False,631.143,False,True,True
11,Math,14,True,True,True,True,,False,False,False,629.261,False,True,True
11,Math,16,True,True,True,True,,False,False,False,353.274,False,True,True
11,Math,17,True,True,False,False,,False,False,False,,False,False,False
11,Math,88,True,True,True,True,,False,False,False,39.162,False,False,True
11,Math,100,True,True,True,True,25.277,False,False,True,18.28,False,False,True
11,Math,18,True,True,False,False,,False,False,False,,False,False,False
11,Math,22,True,True,False,False,,False,False,False,,False,False,False
11,Math,57,True,True,True,True,2052.795,False,True,True,69.947,False,True,True
11,Math,11,True,True,True,True,,False,False,False,540.691,False,True,True
11,Math,31,True,True,False,False,,False,False,False,,False,False,False
11,Math,78,True,True,True,True,54.603,False,False,False,47.913,False,False,True
11,Math,99,True,True,True,True,58.734,False,False,True,27.082,False,False,True
11,Math,82,True,True,True,True,97.39,False,False,True,46.923,False,False,True
11,Math,38,True,True,True,True,,False,False,False,110.115,False,True,True
11,Math,73,True,True,True,True,,False,False,False,52.064,False,False,True
11,Math,85,True,True,True,True,30.771,False,False,False,40.622,False,False,True
11,Math,101,True,True,True,True,,False,False,False,21.127,False,False,True
11,Math,64,True,True,True,True,95.251,False,False,True,54.553,False,False,True
11,Math,47,True,True,True,True,,False,False,False,89.888,False,True,True
11,Math,98,True,True,True,True,21.449,False,False,False,19.311,False,False,True
11,Math,44,True,True,True,True,76.79,False,False,False,100.093,False,True,True
11,Math,32,True,True,False,False,,False,False,False,,False,False,False
11,Math,8,True,True,True,True,,False,False,False,624.618,False,True,True
11,Math,33,True,True,False,False,,False,False,False,,False,False,False
11,Math,37,True,True,True,True,,False,False,False,294.976,False,True,True
11,Math,96,True,True,True,True,19.74,False,False,False,20.763,False,False,True
11,Math,28,True,True,False,False,,False,False,False,,False,False,False
11,Math,29,True,True,False,False,,False,False,False,,False,False,False
11,Math,25,True,True,False,False,,False,False,False,,False,False,False
11,Math,5,True,True,True,True,923.935,False,True,True,541.024,False,True,True
11,Math,43,True,True,True,True,247.195,False,True,True,99.619,False,True,True
11,Math,65,True,True,True,True,106.034,False,False,True,50.921,False,False,True
11,Math,30,True,True,False,False,,False,False,False,,False,False,False
11,Math,74,True,True,True,True,,False,False,False,44.581,False,False,True
11,Math,81,True,True,True,True,100.563,False,False,True,43.286,False,False,True
11,Math,63,True,True,True,True,,False,False,False,56.048,False,True,True
11,Math,46,True,True,True,True,,False,False,False,102.541,False,True,True
11,Math,6,True,True,True,True,,False,False,False,614.326,False,True,True
11,Math,2,True,True,True,True,,False,False,False,232.172,False,True,True
11,Math,51,True,True,True,True,,False,False,False,103.3,False,True,True
11,Math,36,True,True,True,True,,False,False,False,271.745,False,True,True
11,Math,89,True,True,True,True,30.03,False,False,False,31.952,False,False,True
11,Math,94,True,True,True,True,51.491,False,False,True,26.972,False,False,True
11,Math,97,True,True,True,True,26.721,False,False,True,17.206,False,False,True
11,Math,21,True,True,False,False,,False,False,False,,False,False,False
11,Math,34,True,True,False,False,,False,False,False,,False,False,False
11,Math,103,True,True,True,True,25.861,False,False,True,15.757,False,False,True
11,Math,26,True,True,False,False,,False,False,False,,False,False,False
11,Math,80,True,True,True,True,82.675,False,False,True,47.652,False,False,True
11,Math,60,True,True,True,True,,False,False,False,62.016,False,True,True
11,Math,67,True,True,True,True,,False,False,False,60.17,False,False,True
11,Math,4,True,True,True,True,,False,False,False,240.191,False,True,True
11,Math,19,True,True,False,False,,False,False,False,,False,False,False
11,Math,15,True,True,True,True,,False,False,False,336.479,False,True,True
11,Math,48,True,True,True,True,,False,False,False,106.529,False,True,True
11,Math,69,True,True,True,True,,False,False,False,48.585,False,False,True
11,Math,58,True,True,True,True,,False,False,False,67.792,False,True,True
11,Math,93,True,True,True,True,48.928,False,False,True,28.03,False,False,True
11,Math,52,True,True,True,True,,False,False,False,77.615,False,True,True
11,Math,49,True,True,True,True,,False,False,False,109.378,False,True,True
11,Math,9,True,True,True,True,,False,False,False,569.027,False,True,True
11,Math,84,True,True,True,True,81.883,False,False,True,47.518,False,False,True
11,Math,50,True,True,True,True,,False,False,False,94.714,False,True,True
11,Math,54,True,True,True,True,,False,False,False,69.626,False,True,True
11,Math,7,True,True,True,True,,False,False,False,550.737,False,True,True
11,Math,56,True,True,True,True,,False,False,False,65.711,False,True,True
11,Math,79,True,True,True,True,43.184,False,False,False,49.302,False,False,True
11,Math,3,True,True,True,True,323.23,False,False,False,248.25,False,True,True
11,Math,23,True,True,False,False,,False,False,False,,False,False,False
11,Math,35,True,True,False,False,,False,False,False,,False,False,False
11,Math,86,True,True,True,True,71.759,False,False,True,37.133,False,False,True
11,Math,83,True,True,True,True,100.541,False,False,True,43.674,False,False,True
11,Math,75,True,True,True,True,97.386,False,False,True,48.775,False,False,True
11,Math,71,True,True,True,True,96.563,False,False,True,55.982,False,False,True
11,Math,106,True,True,True,True,13.002,False,False,False,13.089,False,True,True
11,Math,72,True,True,True,True,103.666,False,False,True,47.645,False,False,True
11,Math,1,True,True,True,True,524.214,False,False,True,256.333,False,True,True
11,Collections,28,True,True,False,False,,False,False,False,,False,False,False
11,Collections,25,True,True,False,False,,False,False,False,,False,False,False
11,Collections,27,True,True,False,False,,False,False,False,,False,False,False
11,Collections,26,True,True,False,False,,False,False,False,,False,False,False
