org.apache.commons.lang.Entities,860,0.4
org.apache.commons.lang.Entities,813,0.393
org.apache.commons.lang.Entities,815,0.393
org.apache.commons.lang.Entities,816,0.393
org.apache.commons.lang.Entities,817,0.393
org.apache.commons.lang.Entities,863,0.393
org.apache.commons.lang.Entities,38,0.319
org.apache.commons.lang.Entities,692,0.319
org.apache.commons.lang.Entities,40,0.319
org.apache.commons.lang.Entities,47,0.319
org.apache.commons.lang.Entities,52,0.319
org.apache.commons.lang.Entities,153,0.319
org.apache.commons.lang.Entities,365,0.319
org.apache.commons.lang.Entities,366,0.319
org.apache.commons.lang.Entities,367,0.319
org.apache.commons.lang.Entities,371,0.319
org.apache.commons.lang.Entities,372,0.319
org.apache.commons.lang.Entities,373,0.319
org.apache.commons.lang.Entities,377,0.319
org.apache.commons.lang.Entities,378,0.319
org.apache.commons.lang.Entities,379,0.319
org.apache.commons.lang.Entities,387,0.319
org.apache.commons.lang.Entities,388,0.319
org.apache.commons.lang.Entities,389,0.319
org.apache.commons.lang.Entities,390,0.319
org.apache.commons.lang.Entities,700,0.319
org.apache.commons.lang.Entities,701,0.319
org.apache.commons.lang.Entities,703,0.319
org.apache.commons.lang.Entities,712,0.319
org.apache.commons.lang.Entities,713,0.319
org.apache.commons.lang.Entities.PrimitiveEntityMap,418,0.319
org.apache.commons.lang.Entities.PrimitiveEntityMap,419,0.319
org.apache.commons.lang.Entities.PrimitiveEntityMap,420,0.319
org.apache.commons.lang.Entities.PrimitiveEntityMap,426,0.319
org.apache.commons.lang.Entities.PrimitiveEntityMap,427,0.319
org.apache.commons.lang.Entities.PrimitiveEntityMap,428,0.319
org.apache.commons.lang.Entities.LookupEntityMap,501,0.319
org.apache.commons.lang.Entities.LookupEntityMap,503,0.319
org.apache.commons.lang.IntHashMap,257,0.319
org.apache.commons.lang.IntHashMap,258,0.319
org.apache.commons.lang.IntHashMap,260,0.319
org.apache.commons.lang.IntHashMap,261,0.319
org.apache.commons.lang.IntHashMap,263,0.319
org.apache.commons.lang.IntHashMap,264,0.319
org.apache.commons.lang.IntHashMap,266,0.319
org.apache.commons.lang.IntHashMap,267,0.319
org.apache.commons.lang.IntHashMap,268,0.319
org.apache.commons.lang.IntHashMap,269,0.319
org.apache.commons.lang.IntHashMap,271,0.319
org.apache.commons.lang.IntHashMap,272,0.319
org.apache.commons.lang.IntHashMap,273,0.319
org.apache.commons.lang.IntHashMap,274,0.319
org.apache.commons.lang.IntHashMap,276,0.319
org.apache.commons.lang.IntHashMap,308,0.319
org.apache.commons.lang.IntHashMap,310,0.319
org.apache.commons.lang.IntHashMap,311,0.319
org.apache.commons.lang.IntHashMap,299,0.315
org.apache.commons.lang.IntHashMap,95,0.295
org.apache.commons.lang.IntHashMap,96,0.295
org.apache.commons.lang.IntHashMap,295,0.295
org.apache.commons.lang.IntHashMap,296,0.295
org.apache.commons.lang.IntHashMap,297,0.295
org.apache.commons.lang.IntHashMap,298,0.295
org.apache.commons.lang.IntHashMap,306,0.295
org.apache.commons.lang.IntHashMap,315,0.295
org.apache.commons.lang.IntHashMap,316,0.295
org.apache.commons.lang.IntHashMap,317,0.295
org.apache.commons.lang.IntHashMap,318,0.295
org.apache.commons.lang.IntHashMap.Entry,82,0.295
org.apache.commons.lang.IntHashMap.Entry,83,0.295
org.apache.commons.lang.IntHashMap.Entry,84,0.295
org.apache.commons.lang.IntHashMap.Entry,85,0.295
org.apache.commons.lang.IntHashMap.Entry,86,0.295
org.apache.commons.lang.IntHashMap.Entry,87,0.295
org.apache.commons.lang.IntHashMap,120,0.292
org.apache.commons.lang.IntHashMap,121,0.292
org.apache.commons.lang.IntHashMap,124,0.292
org.apache.commons.lang.IntHashMap,127,0.292
org.apache.commons.lang.IntHashMap,131,0.292
org.apache.commons.lang.IntHashMap,132,0.292
org.apache.commons.lang.IntHashMap,133,0.292
org.apache.commons.lang.IntHashMap,134,0.292
org.apache.commons.lang.time.DateUtils,543,0.289
org.apache.commons.lang.time.DateUtils,546,0.289
org.apache.commons.lang.time.DateUtils,547,0.289
org.apache.commons.lang.time.DateUtils,548,0.289
org.apache.commons.lang.time.DateUtils,549,0.289
org.apache.commons.lang.time.DateUtils,620,0.183
org.apache.commons.lang.time.DateUtils,641,0.183
org.apache.commons.lang.time.DateUtils,642,0.183
org.apache.commons.lang.time.DateUtils,643,0.183
org.apache.commons.lang.time.DateUtils,644,0.183
org.apache.commons.lang.time.DateUtils,646,0.183
org.apache.commons.lang.time.DateUtils,663,0.183
org.apache.commons.lang.time.DateUtils,667,0.183
org.apache.commons.lang.time.DateUtils,668,0.183
org.apache.commons.lang.time.DateUtils,670,0.183
org.apache.commons.lang.time.DateUtils,700,0.183
org.apache.commons.lang.time.DateUtils,701,0.183
org.apache.commons.lang.time.DateUtils,702,0.183
org.apache.commons.lang.time.DateUtils,704,0.183
org.apache.commons.lang.time.DateUtils,706,0.183
org.apache.commons.lang.time.DateUtils,709,0.183
org.apache.commons.lang.time.DateUtils,44,0.089
org.apache.commons.lang.time.DateUtils,72,0.089
